ATIS_train_3884_de	I want to take a flight from Washington DC stopover in Denver with my final destination as San Francisco	return flights ;return #1 from  washington dc ;return #2 to denver ;return #1 from  denver ;return #4 to san francisco ;return #3 , #5	['select', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_3885_de	How do I get downtown from Toronto Airport?	return the  toronto airport ;return how to get downtown from  #1	['select', 'project']	train
ATIS_train_3886_de	Flight from Nashville to Cleveland	return flights ;return #1 from  nashville ;return #2 to  cleveland	['select', 'filter', 'filter']	train
ATIS_train_3887_de	Do you have the fare for traveling from Oakland Airport to downtown Oakland?	return traveling ;return #1 from  oakland  airport ;return #2 to oakland  downtown ;return fares for #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_3888_de	I would love to fly to Baltimore	return flights ;return #1 to  baltimore	['select', 'filter']	train
ATIS_train_3889_de	There are flights from Dallas to Atlanta on Tuesday morning	return flights ;return #1 from  dallas ;return #2 to atlanta ;return #3 on  tuesday morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_389_de	Show me all flights from Dallas to San Francisco	return flights ;return #1 from dallas ;return #2 to  san francisco	['select', 'filter', 'filter']	train
ATIS_train_3890_de	What is the seating capacity for the F28	return f28s ;return seating capacity of #1	['select', 'project']	train
ATIS_train_3891_de	I want a flight between Oakland and Boston that arrives before 5pm	return flights ;return #1 between oakland and  boston ;return #2 that  arrives before 5pm	['select', 'filter', 'filter']	train
ATIS_train_3892_de	What is your earliest morning flight from Indianapolis to Charlotte?	return flights ;return #1 from indianapolis ;return #2 to  charlotte ;return #3 that  is  earliest in the  morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3895_de	List Delta Airlines flights from Boston to Philadelphia	return flights ;return #1 from  boston to philadelphia ;return #2 that  are delta	['select', 'filter', 'filter']	train
ATIS_train_3896_de	Show me all flights between Philadelphia and Denver	return flights ;return #1 from  philadelphia ;return #2 to denver ;return #1 from  denver ;return #4 to philadelphia ;return #3 , #5	['select', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_3897_de	Give me a list of flights between Pittsburgh and Baltimore	return flights ;return #1 from  pittsburgh ;return #2 to baltimore	['select', 'filter', 'filter']	train
ATIS_train_3898_de	Show me flights from Baltimore to Philadelphia	return flights ;return #1 from  baltimore ;return #2 to philadelphia	['select', 'filter', 'filter']	train
ATIS_train_3899_de	How many people can fit on a plane from the 72s?	return 72s ;return people that  fit on #1 ;return number of  #2	['select', 'project', 'aggregate']	train
ATIS_train_39_de	What is the one-way fare from Baltimore to Boston on November 7th	return flights ;return #1 from baltimore ;return #2 to  boston ;return #3 that  are one way ;return #4 on november seventh ;return fares of #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_390_de	list all american airlines flying from milwaukee to phoenix on sunday	return flights ;return #1 on american airlines ;return #2 from milwaukee ;return #3 to  phoenix ;return #4 on sunday	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3900_de	Ground transportation atl to atlanta	return ground transportation ;return #1 atl ;return #2 to atlanta	['select', 'filter', 'filter']	train
ATIS_train_3901_de	Show me the cheapest round-trip flights from New York to San Jose	return flights ;return #1 that  are round trip ;return #2 from  new york ;return #3 to san jose ;return cheapest #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3902_de	which means dfw	return dfw ;return what does #1 mean	['select', 'project']	train
ATIS_train_3903_de	What about the flights from Boston to La	return flights ;return #1 from boston ;return #2 to  la	['select', 'filter', 'filter']	train
ATIS_train_3904_de	Is there ground transportation from San Diego Airport to downtown?	return ground transportations ;return #1 from  san diego airport ;return #2 to the downtown area ;return are there  any  #3	['select', 'filter', 'filter', 'boolean']	train
ATIS_train_3905_de	okay next wednesday i want to go from memphis to cincinnati as early as possible	return from memphis ;return #1 to  cincinnati ;return #2 on the  following wednesday ;return #3 as  early as possible	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3906_de	is American Flight 813 from Boston to Oakland, a flight that goes directly from Boston to Oakland without stopping in another city	return american flight  813 ;return stops of #1 ;return number of  #2 ;return if #3 is zero	['select', 'project', 'aggregate', 'boolean']	train
ATIS_train_3907_de	Philadelphia to Boston Saturday	return flights ;return #1 from  philadelphia ;return #2 to boston ;return #3 on  saturday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3908_de	What are the flights from Boston to Washington?	return flights ;return #1 from boston ;return #2 to  washington	['select', 'filter', 'filter']	train
ATIS_train_3909_de	give me the first flight from boston to atlanta	return flights ;return #1 from  boston to atlanta ;return first #2	['select', 'filter', 'aggregate']	train
ATIS_train_391_de	Are there flights from Boston to San Francisco with a layover in Dallas?	return flights ;return #1 from  boston ;return #2 to san francisco ;return #3 with  a stopover in dallas ;return if  there  is  #4	['select', 'filter', 'filter', 'filter', 'boolean']	train
ATIS_train_3910_de	Show me all flights from San Francisco to Boston on November 10th	return flights ;return #1 from san francisco ;return #2 to  boston ;return #3 on november tenth	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3911_de	How Much Does the Cheapest Flight from Denver to Pittsburgh with a Stopover in Atlanta Cost?	return flights ;return #1 from denver ;return #2 to  pittsburgh ;return #3 with  a stop in atlanta ;return #4 that  is  the  cheapest ;return how much is  #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3912_de	Cheapest flights from Atlanta to Philadelphia arriving on a Tuesday after noon	return flights ;return #1 from  atlanta ;return #2 to philadelphia ;return #3 that  arrive after 12pm ;return #4 that  arrive on  tuesday ;return #5 that  is  cheapest	['select', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3913_de	Flights that fly from Oakland to Philadelphia on Friday	return flights ;return #1 on friday ;return #2 that  go from oakland ;return #3 to  philadelphia	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3914_de	San Francisco to Philadelphia please	return flights ;return #1 from san francisco ;return #2 to  philadelphia	['select', 'filter', 'filter']	train
ATIS_train_3915_de	I would like to fly from Baltimore to San Francisco with American airlines	return flights ;return #1 on  american airlines ;return #2 from  baltimore ;return #3 to san francisco	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3916_de	show flights from Denver to Oakland arriving between 12 p.m. and 1 a.m.	return flights ;return #1 from  denver ;return #2 to oakland ;return #3 arriving between 12 and  1 o'clock	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3917_de	Which flights are available from Indianapolis to Orlando?	return flights ;return #1 from indianapolis ;return #2 to  orlando	['select', 'filter', 'filter']	train
ATIS_train_3918_de	Which flights from Kansas City to Chicago will arrive in Chicago next Wednesday at 7 p.m.	return flights ;return #1 from  kansas city ;return #2 to chicago  ;return #3 that  arrive next wednesday ;return #4 that  arrive at  7pm	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3919_de	What is the cheapest flight from Boston to Atlanta before 8	return flights ;return #1 flying from  boston ;return #2 to atlanta ;return #3 before 8 ;return the cheapest #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_392_de	What is the economy flight price from Washington to San Francisco?	return flights ;return #1 from washington ;return #2 to  san francisco ;return #3 in thrift economy ;return the  fare of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3920_de	Pittsburgh to Atlanta please stop at Fort Worth	return from pittsburgh ;return #1 to  atlanta ;return #2 with  stopover in fort worth	['select', 'filter', 'filter']	train
ATIS_train_3921_de	What is the schedule for ground transportation from Washington Airport to downtown?	return ground transportation ;return #1 from washington airport ;return #2 to  downtown ;return schedule of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_3922_de	all flights from sfo to long beach	return flights ;return #1 from  sfo ;return #2 to  long beach	['select', 'filter', 'filter']	train
ATIS_train_3923_de	I have to fly from Boston to Baltimore. Please give me the times of your flights in the morning before 8 a.m.	return flights ;return #1 from boston ;return #2 to  baltimore ;return #3 in the  morning ;return #4 before 8 o'clock	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3924_de	Show me the flights from San Francisco to Dallas with Continental Airlines	return flights ;return #1 on  continental airlines ;return #2 from  san francisco ;return #3 to dallas	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3925_de	All flights from Boston to Philadelphia that appear on Tuesday afternoon	return flights ;return #1 from  boston ;return #2 to  philadelphia ;return #3 which  show up on  tuesday afternoon	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3926_de	Flights from Pittsburgh to Baltimore between 10am and 2pm	return flights ;return #1 from pittsburgh ;return #2 to  baltimore ;return #3 between 10am and 2pm	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3927_de	Give me all round-trip flights from New York to Miami for less than $ 466	return flights ;return #1 from  new york ;return #2 to miami ;return #3 that  are  round trip ;return costs of  #4 ;return #4 where #5 is  less than 466 dollars	['select', 'filter', 'filter', 'filter', 'project', 'comparative']	train
ATIS_train_3928_de	What is tariff code y and what is tariff code h	return fare  code y ;return fare  code h ;return what  is #1 ;return what  is #2 ;return #3 ,  #4	['select', 'select', 'project', 'project', 'union']	train
ATIS_train_3929_de	Show me the flights from Pittsburgh to Philadelphia	return flights ;return #1 from  pittsburgh ;return #2 to philadelphia	['select', 'filter', 'filter']	train
ATIS_train_393_de	I need information about ground transportation between the airport and downtown in the city of Boston	return ground transportation ;return #1 from  boston airport ;return #2 to downtown boston	['select', 'filter', 'filter']	train
ATIS_train_3930_de	Delta flights to Dallas please	return flights ;return #1 on delta ;return #2 to  dallas	['select', 'filter', 'filter']	train
ATIS_train_3931_de	How much time does it take to take the ground transportation in Dallas between the airport and downtown?	return ground transportation ;return #1 in dallas ;return #2 between the airport ;return #3 and  downtown ;return how  much time does #4 take	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3932_de	Show me flights from Pittsburgh to San Francisco on Friday after noon	return flights ;return #1 from pittsburgh ;return #2 to  san francisco ;return #3 on friday ;return #4 leaving after 12 noon	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3934_de	Flight information from Pittsburgh to Denver	return flights ;return #1 from  pittsburgh ;return #2 to denver ;return flight information of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_3935_de	Please arrange a flight for me from Denver to San Francisco with us	return flights ;return #1 on us air ;return #2 from denver ;return #3 to  san francisco	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3936_de	When does Denver fly to San Francisco with Continental Airlines?	return flights ;return #1 from  denver ;return #2 to san francisco ;return #3 on  continental airlines ;return when  does #4 leave	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3937_de	There is a Thursday night flight from Pittsburgh to San Francisco on US Air	return flights ;return #1 from  pittsburgh ;return #2 to san francisco ;return #3 thursday night ;return #4 on  us air ;return if  there  is  #5	['select', 'filter', 'filter', 'filter', 'filter', 'boolean']	train
ATIS_train_3938_de	I would like a list of flights from Oakland to Dallas Fort worth Sunday	return flights ;return #1 from  oakland ;return #2 to dallas fort worth ;return #3 on  sunday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3939_de	Philadelphia to San Francisco	return flights ;return #1 from philadelphia ;return #2 to  san francisco	['select', 'filter', 'filter']	train
ATIS_train_394_de	Give me the latest United Airlines flight from Milwaukee to Tacoma tomorrow	return flights ;return #1 that  are tomorrow ;return #2 on united airlines ;return #3 from milwaukee ;return #4 to  tacoma ;return the  latest #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3940_de	Show me flights from Seattle to San Francisco that depart after 5pm	return flights ;return #1 from  seattle ;return #2 to san francisco ;return #3 that  leave after 5pm	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3941_de	What are the first-class and bus fares for flights from Chicago to Kansas City that arrive around 7 p.m. next Thursday?	return flights ;return #1 from  chicago to kansas city ;return #2 arriving around 7pm ;return #3 next thursday ;return first classes fares of #4 ;return coach fares of #4 ;return #5 , #6	['select', 'filter', 'filter', 'filter', 'project', 'project', 'union']	train
ATIS_train_3942_de	Have a nonstop flight from Denver to Washington DC on Wednesday?	return flight ;return #1 on  wednesday ;return #2 from  denver to washington dc ;return #3 nonstop	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3943_de	What are the bus fares from La to Charlotte Monday morning	return flights ;return #1 in coach ;return #2 from  la ;return #3 to charlotte ;return #4 on  monday morning ;return fares of #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3944_de	Have a night flight from Washington to Boston on August 27?	return night flights ;return #1 from  washington to boston ;return #2 on  august twenty seventh	['select', 'filter', 'filter']	train
ATIS_train_3945_de	List the shortest flight from San Jose to Houston	return flights ;return #1 from  san jose ;return #2 to houston ;return #3 that  is  shortest	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3946_de	Which airlines fly in Salt Lake City	return flights ;return #1 to salt lake city ;return airlines that  have  #2	['select', 'filter', 'project']	train
ATIS_train_3947_de	Show me all the fares between Philadelphia and San Francisco that are less than $ 200 one way	return flights ;return #1 between philadelphia ;return #2 and san francisco ;return fares of #3 ;return #4 that  are lower than 200 dollars ;return #5 that  are one way	['select', 'filter', 'filter', 'project', 'filter', 'filter']	train
ATIS_train_3948_de	One-way flights from Ontario to Tacoma from 10 a.m. every day and in first class	return flights ;return #1 from ontario ;return #2 to  tacoma ;return #3 on first class ;return #4 that  are leaving before 10am ;return #5 that  are one way	['select', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3949_de	list all flights leaving denver on continental on sunday	return flights ;return #1 on  continental ;return #2 leaving denver ;return #3 on  sunday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_395_de	What are all flights from Denver to Philadelphia on Saturday	return flights ;return #1 from denver ;return #2 to  philadelphia ;return #3 on saturday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3950_de	What is the last flight you have from Dallas to Philadelphia?	return flights ;return #1 departing dallas ;return #2 to philadelphia ;return #3 that  are the latest	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3951_de	What is the first class fare on United flight 352 from Denver to Boston?	return flights ;return #1 on united flight 352 ;return #2 in first class ;return #3 from denver ;return #4 to  boston ;return fares of #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3952_de	Flights from Denver to Pittsburgh on Wednesday	return flights ;return #1 from  denver ;return #2 to pittsburgh ;return #3 on  wednesday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3953_de	What is the earliest flight from Boston to San Francisco on November 7th	return flights ;return #1 from  boston ;return #2 to san francisco ;return #3 on  november seventh ;return #4 that  is  the earliest	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3954_de	show me flights from pittsburgh to los angeles thursday evening	return flights ;return #1 from  pittsburgh ;return #2 to los angeles ;return #3 that  are on  thursday ;return #4 that  are in evening	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3955_de	Show me all flights from Pittsburgh to Boston that start before noon	return flights ;return #1 from  pittsburgh ;return #2 to boston ;return #3 that  leave before noon	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3956_de	What is the earliest flight from Washington to Atlanta that left on Wednesday, September 4?	return flights ;return #1 from  washington ;return #2 to atlanta ;return #3 that  leave on  wednesday september fourth ;return #4 that  is  earliest	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3957_de	Which flights are between Atlanta and Denver?	return flights ;return #1 between atlanta and denver	['select', 'filter']	train
ATIS_train_3959_de	What does ap / 80 restriction mean?	return restriction ap/80 ;return what does #1 mean	['select', 'project']	train
ATIS_train_3961_de	Show all airlines flying from Pittsburgh to San Francisco	return flights ;return #1 from  pittsburgh ;return #2 to san francisco ;return airlines of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_3962_de	Show me all flights from Milwaukee to Orlando that depart on Wednesday after noon and Thursday before noon	return flights ;return #1 from  milwaukee ;return #2 to orlando ;return #3 that  leave after noon  ;return #4 that  leave on  wednesday ;return #3 that  leave before noon  ;return #6 that  leave on  thursday ;return #3 of both #5 and  #7	['select', 'filter', 'filter', 'filter', 'filter', 'filter', 'filter', 'intersection']	train
ATIS_train_3963_de	Which Pittsburgh to Atlanta flights have the lowest bus class prices	return flights ;return #1 from pittsburgh ;return #2 to  atlanta ;return #3 on coach ;return fares of #4 ;return #4 where #5 is  the  lowest	['select', 'filter', 'filter', 'filter', 'project', 'comparative']	train
ATIS_train_3964_de	Which flights leave Pittsburgh after 5 p.m. on Thursday and arrive in Los Angeles	return flights ;return #1 that  leave pittsburgh ;return #2 on thursday ;return #3 after 5pm ;return #4 that  arrive in los angeles	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3965_de	San Francisco to Pittsburgh Friday	return from san francisco ;return #1 to  pittsburgh ;return #2 on friday	['select', 'filter', 'filter']	train
ATIS_train_3966_de	Are there flights from Denver to Pittsburgh with a stopover in Atlanta?	return flights ;return #1 from denver ;return #2 to  pittsburgh ;return #3 with  a stopover in atlanta	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3967_de	Dallas to Oakland Saturday	return dallas to oakland ;return #1 on  saturday	['select', 'filter']	train
ATIS_train_3968_de	Please list all flights from Washington to San Francisco	return flights ;return #1 from  washington ;return #2 to san francisco	['select', 'filter', 'filter']	train
ATIS_train_3969_de	Show me all flights from Boston to Denver	return all flights ;return #1 from  boston ;return #2 to denver	['select', 'filter', 'filter']	train
ATIS_train_397_de	I want to fly from Milwaukee to Orlando on Wednesday night	return flights ;return #1 from  milwaukee ;return #2 to orlando ;return #3 on  wednesday evening	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3971_de	Show me the available flights from San Francisco to Boston on November 24th	return flights ;return #1 from  san francisco ;return #2 to boston ;return #3 on  november twenty fourth	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3972_de	Which flights depart from Nashville to Phoenix?	return flights ;return #1 that  leave from  nashville ;return #2 to phoenix	['select', 'filter', 'filter']	train
ATIS_train_3973_de	Show me the cheapest return flights from New York to San Jose arriving in San Jose before 7pm	return flights ;return #1 that  are round trip ;return #2 from  new york ;return #3 to san  jose  ;return #4 arriving before 7pm ;return #5 that  are cheapest	['select', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3974_de	See all nonstop flights from Boston to San Francisco	return flights ;return #1 from  boston ;return #2 to san francisco ;return #3 that  are nonstop	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3975_de	What is the top tier fare from Baltimore to Dallas?	return flights ;return #1 in first class ;return #2 from baltimore ;return #3 to  dallas ;return fares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3976_de	All flights and fares from Dallas	return all flights from dallas ;return fares of  #1	['select', 'project']	train
ATIS_train_3977_de	what is bur	return bur ;return what is  #1	['select', 'project']	train
ATIS_train_3978_de	What is the first flight from Boston to Stapleton Airport for tomorrow?	return flights ;return #1 from  boston ;return #2 to stapleton airport ;return #3 tomorrows ;return first of #4	['select', 'filter', 'filter', 'filter', 'aggregate']	train
ATIS_train_3979_de	Do you have an American airline flight from Denver to San Francisco in the early morning?	return american airlines flights ;return #1 from  denver ;return #2 to san francisco ;return #3 in the  early morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_398_de	Show me all the flights from Pittsburgh that depart tomorrow and arrive in Boston	return flights ;return #1 from pittsburgh ;return #2 to  boston ;return #3 that  are tomorrow	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3980_de	Please list all flights from Dallas to Pittsburgh on July 4th, 1991	return flights ;return #1 from dallas ;return #2 to  pittsburgh ;return #3 on july fourth 1991	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3981_de	Show me all daily flights between Milwaukee and Orlando	return daily flights ;return #1 between milwaukee ;return #2 and orlando	['select', 'filter', 'filter']	train
ATIS_train_3983_de	Show me the flights from San Francisco to Dallas	return flights ;return #1 from san francisco ;return #2 to  dallas	['select', 'filter', 'filter']	train
ATIS_train_3984_de	Please give me all flights from Long Beach California to Memphis Tennessee	return flights ;return #1 from  long beach california ;return #2 to memphis tennessee	['select', 'filter', 'filter']	train
ATIS_train_3985_de	Continental Airlines on Saturday from Chicago to Seattle	return continental airlines ;return #1 on  saturday ;return #2 from  chicago ;return #3 to seattle	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3986_de	Please give me the flights from San Francisco to Washington DC	return flights ;return #1 from san francisco ;return #2 to  washington dc	['select', 'filter', 'filter']	train
ATIS_train_3987_de	What companies fly between Boston and Oakland?	return flights ;return #1 between boston and  oakland ;return companies of #2	['select', 'filter', 'project']	train
ATIS_train_3988_de	Show me the fares that depart Tuesday to Denver from Dallas	return flights ;return #1 leaving on  tuesdays ;return #2 from  denver ;return #3 to dallas ;return fares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_3989_de	show me the flights on friday from newark to tampa	return flights ;return #1 from  newark ;return #2 to tampa	['select', 'filter', 'filter']	train
ATIS_train_3990_de	Atlanta to Pittsburgh July twenty-third	return flights ;return #1 from  atlanta ;return #2 to pittsburgh ;return #3 on  july twenty third	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3992_de	Please list flights from Dallas Fort to Boston on July 22nd	return flights ;return #1 from  dallas fort worth ;return #2 to boston ;return #3 on  july twenty third	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3993_de	What is the cheapest fare between Boston and San Francisco?	return fares ;return fares between boston and san francisco ;return #2 that  are cheapest	['select', 'select', 'filter']	train
ATIS_train_3994_de	What ground transports will there be in Dallas tomorrow?	return ground transportations ;return #1 in dallas ;return #2 that  is  available tomorrow	['select', 'filter', 'filter']	train
ATIS_train_3995_de	Which flights are there from Phoenix to Milwaukee?	return flights ;return #1 from  phoenix ;return #2 to milwaukee	['select', 'filter', 'filter']	train
ATIS_train_3996_de	I am interested in flying from Atlanta to Boston. I want to fly during breakfast	return flights ;return #1 from atlanta ;return #2 to  boston ;return #3 that  are during breakfast	['select', 'filter', 'filter', 'filter']	train
ATIS_train_3998_de	Show me all flights from Atlanta to Baltimore with an airline on Thursday	return flights ;return #1 from  atlanta ;return #2 to baltimore ;return #3 on  thursday ;return #4 from  any  airline	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_3999_de	show Sunday flights from Seattle to Chicago	return flights ;return #1 from  seattle ;return #2 to chicago ;return #3 on  sunday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_4_de	Which flights return from Denver to Philadelphia on a Saturday?	return flights ;return #1 that  return from  denver ;return #2 to philadelphia ;return #3 on  a saturday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_4000_de	I would like a flight schedule from Denver to San Francisco on Tuesday	return flights ;return #1 from  denver to san francisco ;return #2 on  tuesday	['select', 'filter', 'filter']	train
ATIS_train_4001_de	Leaving Washington to San Francisco for the last flight	return flights ;return #1 from washington ;return #2 to  san francisco ;return #3 that  is  the  latest	['select', 'filter', 'filter', 'filter']	train
ATIS_train_4002_de	What is the cheapest fare from Boston to San Francisco?	return flights ;return #1 from  boston ;return #2 to san francisco ;return fares of #3 ;return the cheapest #4	['select', 'filter', 'filter', 'project', 'project']	train
ATIS_train_4003_de	I want to leave around 7 a.m.	return flights ;return #1 that  leave around 7 o'clock in the  morning	['select', 'filter']	train
ATIS_train_4004_de	What are the transportation options from Dallas Airport to downtown?	return transportations ;return #1 available from  the dallas airport ;return #2 to downtown	['select', 'filter', 'filter']	train
ATIS_train_4005_de	I want information about flights from Atlanta to Washington DC. I would like to leave after 4 p.m. on Wednesday or before 9 a.m. on Thursday	return flights ;return #1 from atlanta ;return #2 to  washington dc ;return #3 that  leave after 4pm on wednesday ;return #3 that  leave before 9am on thursday ;return #4 or  #5	['select', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_4006_de	What about a flight from Boston to San Francisco that stops in Denver?	return flights ;return #1 from  boston ;return #2 to san francisco ;return #3 stopping in denver	['select', 'filter', 'filter', 'filter']	train
ATIS_train_4007_de	I want direct bus flights from Pittsburgh to Atlanta	return flights ;return direct #1 ;return #2 in coach ;return #3 from  pittsburgh ;return #4 to atlanta	['select', 'project', 'filter', 'filter', 'filter']	train
ATIS_train_4008_de	How many flights have American airlines from Boston to Atlanta?	return flights ;return #1 on american airlines ;return #2 from boston ;return #3 to  atlanta ;return number of  #4	['select', 'filter', 'filter', 'filter', 'aggregate']	train
ATIS_train_4009_de	Which flights from Miami to Indianapolis	return flights ;return #1 from  miami ;return #2 to indianapolis	['select', 'filter', 'filter']	train
ATIS_train_401_de	I want to leave Oakland and arrive in Boston at 5 p.m.	return oakland ;return #1 to  boston ;return #2 which  arrive at 5 o'clock in the  afternoon	['select', 'filter', 'filter']	train
ATIS_train_4010_de	show me all flights from boston to dfw	return flights ;return #1 from boston ;return #2 to  dfw	['select', 'filter', 'filter']	train
ATIS_train_4011_de	Show me the fare for flights from Baltimore to Dallas	return flights ;return #1 from  baltimore ;return #2 to dallas ;return the air fare for #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_4012_de	Show me the fares that go from Denver to Dallas on Tuesdays	return flights ;return #1 from denver ;return #2 to  dallas ;return #3 leaving on tuesdays ;return fares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_4013_de	Show me the flights from San Diego to Newark	return flights ;return #1 from san diego ;return #2 to  newark	['select', 'filter', 'filter']	train
ATIS_train_4014_de	I need information for flights leaving San Francisco on Thursday evening and returning to Boston	return flights ;return #1 from  san francisco ;return #2 to boston ;return #3 leaving on  thursday evening	['select', 'filter', 'filter', 'filter']	train
ATIS_train_4015_de	Which flights from Kansas City to Chicago depart next Wednesday and return the next day	return flights ;return #1 from  kansas city ;return #2 to chicago ;return #3 that  leave next wednesday ;return #4 that  return the following day	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_4016_de	first flights from pittsburgh to atlanta on a thursday	return flights ;return #1 from pittsburgh ;return #2 to  atlanta ;return #3 on thursday ;return #4 that  are first	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_4017_de	What is the flight schedule from Atlanta to Boston on August 1st?	return flights ;return #1 from  atlanta ;return #2 to boston ;return #3 on  august first ;return schedules of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_4018_de	Now show me flights from Pittsburgh to Philadelphia	return flights ;return #1 from  pittsburgh ;return #2 to philadelphia	['select', 'filter', 'filter']	train
ATIS_train_4019_de	Find the cheapest flight from Denver to Atlanta with a stopover in Pittsburgh	return flights ;return cheapness of  flights ;return #1 from  denver ;return #3 to atlanta ;return #4 with a stopover in pittsburgh ;return #5 sorted by #2 ;return the  cheapest #6	['select', 'select', 'filter', 'filter', 'filter', 'sort', 'project']	train
ATIS_train_4020_de	What is the earliest flight between Pittsburgh and Denver that serves breakfast	return flights ;return #1 from  pittsburgh ;return #2 to denver ;return #3 that serve breakfast ;return when  are #4 ;return #4 where #5 is the  lowest	['select', 'filter', 'filter', 'filter', 'project', 'comparative']	train
ATIS_train_4021_de	Is there ground transportation from Atlanta Airport to downtown Atlanta?	return ground transportations ;return #1 from atlanta airport ;return #2 to  downtown atlanta ;return number of  #3 ;return is  #4 more than  zero	['select', 'filter', 'filter', 'aggregate', 'boolean']	train
ATIS_train_4022_de	Show me first class flights from New York to Miami that depart on a Tuesday	return flights ;return #1 that  are first class ;return #2 from  new york ;return #3 to miami ;return #4 that  are leaving on  a tuesday	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_4023_de	List flights tomorrow from San Diego to Phoenix	return flights ;return #1 from  san diego ;return #2 to phoenix ;return #3 tomorrow	['select', 'filter', 'filter', 'filter']	train
ATIS_train_4024_de	find me flights that are nonstop between boston and dallas	return flights ;return #1 that  are nonstop ;return #2 between boston ;return #3 and  dallas	['select', 'filter', 'filter', 'filter']	train
ATIS_train_4025_de	What are connecting flights from Chicago to Seattle on June first	return flights ;return #1 that  are connecting ;return #2 from  chicago ;return #3 to seattle ;return #4 on  june first	['select', 'filter', 'filter', 'filter', 'filter']	train
