CLEVR_train_13064_de	How many purple cubes are there?	return purple cubes ;return number of #1	['select', 'aggregate']	train
CLEVR_train_13069_de	What is the color of the smallest matt ball?	return matte sphere ;return #1 that  is  the  smallestt ;return the  color of #2	['select', 'filter', 'project']	train
CLEVR_train_1307_de	What is the shape of the object that is the same color as the large cylinder?	return big cylinder ;return objects besides #1 ;return color of #1 ;return colors of #2 ;return #2 where #3 is  the    same as #4 ;return shape of #5	['select', 'discard', 'project', 'project', 'comparative', 'project']	train
CLEVR_train_13070_de	What is the shape of the object, which is a different material?	return objects ;return #1 that  is  a different material ;return shape of #2	['select', 'filter', 'project']	train
CLEVR_train_13072_ja	How many objects of the same color?	return objects ;return colors of #1 ;return #1 where #2 is the  same ;return number of  #3	['select', 'project', 'comparative', 'aggregate']	train
CLEVR_train_13073_de	Is the rubber ball the same size as the big blue ball?	return the  rubber ball  ;return large ball  ;return #2 that is blue ;return size of #1 ;return size of #3 ;return if #4 is the  same as #5	['select', 'select', 'filter', 'project', 'project', 'boolean']	train
CLEVR_train_13074_de	Are all brown objects made of rubber?	return items ;return #1 that are brown ;return #2 that are made of rubber ;return number of  #2 ;return number of  #3 ;return if #4 is equal to #5	['select', 'filter', 'filter', 'aggregate', 'aggregate', 'boolean']	train
CLEVR_train_13075_de	What color is the little ball next to the big purple ball?	return small sphere  ;return purple sphere  ;return #2 that  is  large ;return #1 next to  #3 ;return color of #4	['select', 'select', 'filter', 'filter', 'project']	train
CLEVR_train_13078_de	What color is the furthest away from the object?	return object ;return #1 that  is  farthest away ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13079_de	How many metal cubes are there?	return metallic cubes ;return number of  #1	['select', 'aggregate']	train
CLEVR_train_1308_ja	What color is the object behind the large cylinder with the same shape as the large gray one?	return the  big  gray thing ;return the  big  cylinder ;return objects ;return shapes of #3 ;return shape of #1 ;return #3 where  #4 is the  same as #5 ;return #6 that are  behind #2 ;return the  color of #7	['select', 'select', 'select', 'project', 'project', 'comparative', 'filter', 'project']	train
CLEVR_train_13081_de	How many cylinders are not metallic?	return cylinders ;return #1 that  are not metallic ;return number of  #2	['select', 'filter', 'aggregate']	train
CLEVR_train_13082_de	How many matte balls are on the left?	return spheres ;return #1 that  are matte ;return #2 on the  left side ;return number of  #3	['select', 'filter', 'filter', 'aggregate']	train
CLEVR_train_13083_de	What color are the metallic objects?	return objects ;return #1 that  are metallic ;return the  colors of #2	['select', 'filter', 'project']	train
CLEVR_train_13089_de	How many large objects are there behind the big brown ball?	return objects ;return #1 that  are large ;return #2 that  are brown ;return balls of #3 ;return #2 that  are behind #4 ;return number of #5	['select', 'filter', 'filter', 'project', 'filter', 'aggregate']	train
CLEVR_train_1309_de	What color ball does the back have?	return balls ;return #1 that is in  the back ;return color of  #2	['select', 'filter', 'project']	train
CLEVR_train_13091_de	What color is the metal cube to the right of the gray cylinder?	return cubes ;return #1 that  are metallic ;return cylinders ;return #3 that  are gray ;return #2 that  are to  the   right of #4 ;return color of #5	['select', 'filter', 'select', 'filter', 'filter', 'project']	train
CLEVR_train_13092_ja	Are purple and big ones the same shape?	return purple things ;return big thing ;return shapes of #1 ;return shape of #2 ;return is  #3 the   same as #4	['select', 'select', 'project', 'project', 'boolean']	train
CLEVR_train_13094_de	Does the shiny ball have the same color as the cylinder?	return shiny sphere ;return cylinder ;return color of  #1 ;return color of  #2 ;return is #3 the   same as #4	['select', 'select', 'project', 'project', 'boolean']	train
CLEVR_train_13098_de	What color is the object between the large circle and the square?	return objects ;return the big circle ;return the big square ;return #1 that  are between #2 and  #3 ;return color of #4	['select', 'select', 'select', 'filter', 'project']	train
CLEVR_train_13100_ja	How many objects are blue and small cubes?	return objects ;return #1 that  are blue things ;return #1 that  are small cubes ;return #2 or  #3 ;return number of #4	['select', 'filter', 'filter', 'union', 'aggregate']	train
CLEVR_train_13101_ja	What is the material on the right side of the gray cylinder?	return the   gray cylinder ;return the   object besides #1 ;return #2 that  is  to  the   right of #1 ;return the   material of #3	['select', 'discard', 'filter', 'project']	train
CLEVR_train_13107_de	? FormWhat shape is the object at the back?	return objects ;return #1 that  are in the  furthermost rear ;return the  shape of #2	['select', 'filter', 'project']	train
CLEVR_train_13108_de	How many shapes to the right of the big purple cube?	return cube ;return #1 that is  purple ;return #2 that is  large ;return shapes ;return #4 that are to  the right of #3 ;return the number of  #5	['select', 'filter', 'filter', 'select', 'filter', 'aggregate']	train
CLEVR_train_1311_de	Are there more small cylinders or small balls?	return small  cylinders ;return small  spheres ;return number of #1 ;return number of #2 ;return which is  highest of #3 ,   #4	['select', 'select', 'aggregate', 'aggregate', 'comparison']	train
CLEVR_train_13111_de	How many blocks are behind the red cube?	return the  red cube ;return blocks ;return #2 that  are behind #1 ;return number of  #3	['select', 'select', 'filter', 'aggregate']	train
CLEVR_train_13112_de	What is the color of the largest ball	return spheres ;return the  largest #1 ;return the  color of #2	['select', 'aggregate', 'project']	train
CLEVR_train_13113_de	Is there a big cyan object?	return objects ;return #1 that  are large ;return if  there is  any  #2 that  are cyan	['select', 'filter', 'boolean']	train
CLEVR_train_13114_de	Are any cylinders blue and matt?	return cylinders ;return #1 that  are blue ;return #1 that  are matte ;return are there  any  #1 in both #2 and  #3	['select', 'filter', 'filter', 'boolean']	train
CLEVR_train_13116_de	Are all cubes the same size?	return cubes ;return sizes of #1 ;return if  all #2 are the  same	['select', 'project', 'boolean']	train
CLEVR_train_13118_de	Is there an object between a red and a yellow cube?	return the red cube  ;return the yellow cube  ;return objects ;return if  there  any  #3 between #1 and  #2	['select', 'select', 'select', 'boolean']	train
CLEVR_train_13121_ja	What color is the small metal object behind the brown object?	return objects ;return #1 that is brown ;return #1 behind #2 ;return #3 that is metallic ;return #4 that is small ;return color of #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
CLEVR_train_13127_de	All but two objects have the same material. Which color is the smaller of the two?	return objects ;return material of #1 ;return #1 where #2 is  same ;return #1 besides #3 ;return size of #4 ;return #4 where #5 is  smaller than ;return colors of #6	['select', 'project', 'comparative', 'discard', 'project', 'comparative', 'project']	train
CLEVR_train_13129_de	What is the color of the smallest cube?	return smallestt cube ;return color of #1	['select', 'project']	train
CLEVR_train_1313_de	There is a large glossy gray cube that hides a smaller glossy cube. What is the color of the little cube?	return the gray cube  ;return #1 that  is  large , shiny ;return the smaller , shiny cube  that  #2 is  hiding ;return color of #3	['select', 'filter', 'project', 'project']	train
CLEVR_train_13130_de	What color is the metal cylinder?	return metallic cylinder ;return color of  #1	['select', 'project']	train
CLEVR_train_13134_de	What is the composition of the red cube?	return the  red cube ;return composition of #1	['select', 'project']	train
CLEVR_train_13135_de	What color is the cube to the right of the purple cube?	return cubes ;return #1 that  is  purple ;return #1 that  is  right of #2 ;return color of #3	['select', 'filter', 'filter', 'project']	train
CLEVR_train_13140_ja	What color is the left column of the red cube?	return cylinder ;return red cubes ;return #1 to the  left of #2 ;return color of #3	['select', 'select', 'filter', 'project']	train
CLEVR_train_13142_de	What color is the ball at the back?	return sphere ;return #1 in the rear ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13143_de	What color is the object that has the same shape as the tiny rubber ball?	return objects ;return tiny sphere ;return #2 that  is  rubber ;return shape of #1 ;return shape of #2 ;return #1 where #4 is  the   same as #5 ;return color of #6	['select', 'select', 'filter', 'project', 'project', 'comparative', 'project']	train
CLEVR_train_13149_de	What is the shape of the object that is small and not cyan?	return objects ;return #1 that  is  small ;return #2 that  is  cyan ;return #2 besides #3 ;return shape of #4	['select', 'filter', 'filter', 'discard', 'project']	train
CLEVR_train_13151_de	How many small objects are metallic?	return objects ;return #1 that are small ;return #2 that are metallic ;return the number of  #3	['select', 'filter', 'filter', 'aggregate']	train
CLEVR_train_13155_de	How many different colors are there for all cylinder shapes?	return shapes ;return #1 that are cylinders ;return colors of  #2 ;return number of #3	['select', 'filter', 'project', 'aggregate']	train
CLEVR_train_13156_ja	Are the largest cubes all materials?	return cubes ;return the  largest #1 ;return the  material of #2	['select', 'aggregate', 'project']	train
CLEVR_train_1316_de	What color is the smallest shape?	return shapes ;return size of #1 ;return #1 where #2 is  lowest ;return color of #3	['select', 'project', 'superlative', 'project']	train
CLEVR_train_13160_ja	Is there more cyan than cubes?	return things ;return #1 that  are cyan ;return number of  #2 ;return cubes ;return number of  #4 ;return if  #3 is  higher than #5	['select', 'filter', 'aggregate', 'select', 'aggregate', 'boolean']	train
CLEVR_train_13165_de	What color is the large ball closest to the yellow cylinder?	return the  yellow cylinder ;return the  large sphere closest to  #1 ;return the  color of #2	['select', 'project', 'project']	train
CLEVR_train_13166_de	How many balls or cylinders are green?	return balls ;return cylinders ;return #1 that  are green ;return #2 that  are green ;return number of #3 ;return number of #4 ;return #5 or  #6	['select', 'select', 'filter', 'filter', 'aggregate', 'aggregate', 'union']	train
CLEVR_train_13167_de	What color is the largest cube in the picture?	return cubes ;return #1 that  is  the largest ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13169_de	What is the shape of the object on the far right?	return objects ;return #1 all the  way to the   right ;return shape of #2	['select', 'filter', 'project']	train
CLEVR_train_1317_de	Are there items that do not share properties with other items?	return items ;return qualities of #1 ;return number of  #1 for each  #2 ;return #1 where #3 is  one	['select', 'project', 'group', 'comparative']	train
CLEVR_train_13170_de	There is an object to the left of the shiny object. which color is it?	return shiny object  ;return object  to  the left of #1 ;return color of #2	['select', 'project', 'project']	train
CLEVR_train_13173_de	Are all objects the same size?	return objects ;return sizes of #1 ;return are all of #2 the same	['select', 'project', 'boolean']	train
CLEVR_train_13174_de	What color is the little ball on the right?	return small ball ;return #1 that is on the  right ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13176_de	What color is the cube behind the brown cylinder?	return cube ;return brown cylinder ;return #1 behind #2 ;return color of  #3	['select', 'select', 'filter', 'project']	train
CLEVR_train_13177_de	What color is the shiny little ball?	return shiny small ball ;return color of #1	['select', 'project']	train
CLEVR_train_1318_de	What is the shape of the yellow object to the left of both purple objects?	return objects ;return #1 that are purple ;return objects to the  left of #2 ;return #3 that are yellow ;return shape of #4	['select', 'filter', 'project', 'filter', 'project']	train
CLEVR_train_13180_ja	There is a large cylindrical purple object. What material is it?	return large cylindrical purple object ;return material of #1	['select', 'project']	train
CLEVR_train_13181_de	Are there more large objects than small objects?	return big objects  ;return small objects  ;return number of  #1 ;return number of  #2 ;return is  #3 higher than #4	['select', 'select', 'aggregate', 'aggregate', 'boolean']	train
CLEVR_train_13182_de	Which object is partially covered by the metal ball?	return objects ;return metallic sphere ;return #1 partially hidden by #2	['select', 'select', 'filter']	train
CLEVR_train_13185_de	Are all blocks matt?	return blocks ;return if  all #1 are matte	['select', 'boolean']	train
CLEVR_train_13186_de	How many objects are not metallic?	return objects ;return #1 that are not metallic ;return number of #2	['select', 'filter', 'aggregate']	train
CLEVR_train_13192_de	What color is the rubber cube between two other cubes?	return cubes ;return #1 that  are rubber ;return #1 besides #2 ;return #2 that  is  between #3 ;return color of #4	['select', 'filter', 'discard', 'filter', 'project']	train
CLEVR_train_13197_de	Which color appears the most?	return objects ;return colors of #1 ;return number of  #1 for each #2 ;return #2 where #3 is highest	['select', 'project', 'group', 'superlative']	train
CLEVR_train_132_de	Which form is the most?	return shape ;return number of for each #1 ;return #1 where #2 is  highest	['select', 'group', 'superlative']	train
CLEVR_train_13201_ja	How many large objects appear behind small objects?	return large objects  ;return small objects  ;return #1 that  appear behind #2 ;return number of #3	['select', 'select', 'filter', 'aggregate']	train
CLEVR_train_13202_de	What is the color of the metal cube?	return metallic cube ;return color of #1	['select', 'project']	train
CLEVR_train_13203_de	What color is the object hidden behind the cylinder?	return items ;return cylinder ;return #1 that is hidden behind #2 ;return color of #3	['select', 'select', 'filter', 'project']	train
CLEVR_train_13205_de	There are two green objects. Do they have the same shape as the smallest brown object?	return objects ;return #1 that are green ;return shape of #2 ;return #1 that are brown ;return size of #4 ;return #4 where #5 is lowest ;return shape of #6 ;return is #3 the  same as #7	['select', 'filter', 'project', 'filter', 'project', 'superlative', 'project', 'boolean']	train
CLEVR_train_13206_de	What is the shape of the smallest shiny object?	return objects ;return how shiny are #1 ;return #1 where #2 is the  highest ;return size of #3 ;return #3 where #4 is the  lowest ;return shape of #5	['select', 'project', 'comparative', 'project', 'comparative', 'project']	train
CLEVR_train_13207_de	How many blue objects in a shadow are in front of the shiny purple object?	return items ;return #1 that  are blue ;return objects ;return #3 that  are shiny ;return #4 that  are purple ;return #2 that  are in front of #5 ;return number of  #6	['select', 'filter', 'select', 'filter', 'filter', 'filter', 'aggregate']	train
CLEVR_train_13208_de	Are there things shinier than big gray things and red objects?	return things  ;return #1 that are shiny ;return number of  #2 ;return #1 that are gray ;return size of #4 ;return #4 where #5 is big ;return number of  #6 ;return objects ;return #8 that are red ;return number of  #9 ;return sum of #7 and  #10 ;return is #3 higher than #11	['select', 'filter', 'aggregate', 'filter', 'project', 'comparative', 'aggregate', 'select', 'filter', 'aggregate', 'arithmetic', 'boolean']	train
CLEVR_train_13209_de	If the object on the far left was viewed directly from above, what shape would someone see?	return object ;return #1 that is  on  the far left ;return shape of #2 ;return #3 if #2 was viewed straight from  above	['select', 'filter', 'project', 'filter']	train
CLEVR_train_13211_de	Which form is most strongly represented among the large objects?	return objects ;return #1 that  are large ;return shapes of #2 ;return number of #2 for each #3 ;return #3 where #4 is  highest	['select', 'filter', 'project', 'group', 'superlative']	train
CLEVR_train_13214_de	What color is the cube that is the same size as the red cube?	return cubes ;return #1 that is red ;return #1 besides  #2 ;return size of #2 ;return sizes of #3 ;return #3 where #5 is the  same as #4 ;return color of #6	['select', 'filter', 'discard', 'project', 'project', 'comparative', 'project']	train
CLEVR_train_13215_de	What color is the tiny matt ball?	return matte sphere ;return #1 that  is  tiny ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13216_de	Is there an object in front of the red cylinder?	return objects ;return cylinders of #1 ;return #2 that  are red ;return if  there  is  #1 in front of #3	['select', 'project', 'filter', 'boolean']	train
CLEVR_train_13217_de	How many objects are the same color as the ball in front of the big blue cube?	return objects ;return sphere ;return large cube ;return #3 that  is  blue ;return #2 in front of #4 ;return colors of #1 ;return color of #5 ;return #1 where #6 is  the   same as #7 ;return number of  #8	['select', 'select', 'select', 'filter', 'filter', 'project', 'project', 'comparative', 'aggregate']	train
CLEVR_train_1322_de	What is the shape of the blue thing to the left and behind the green thing?	return green thing ;return blue thing to the left of and  behind #1 ;return shape of #2	['select', 'project', 'project']	train
CLEVR_train_13220_de	Is one of the balls the same material as the gray cylinder?	return spheres ;return the materials of #1 ;return the gray cylinder ;return the material of #3 ;return if  there  are any  #1 where #2 is  the   same as #4	['select', 'project', 'select', 'project', 'boolean']	train
CLEVR_train_13222_de	What material is the yellow cube in front?	return yellow cube ;return #1 that  is in the  front ;return material of #2	['select', 'filter', 'project']	train
CLEVR_train_13224_de	Are there cubes that are red and metallic?	return red cubes ;return #1 that  are metallic ;return are there any  #2	['select', 'filter', 'boolean']	train
CLEVR_train_13225_de	Are all objects made of the same materials?	return objects ;return materials that  #1 are made from ;return if  all #2 are the  same	['select', 'project', 'boolean']	train
CLEVR_train_13226_de	What material is the big gray cube?	return large gray cube ;return material of #1	['select', 'project']	train
CLEVR_train_13227_de	What color is the shape closest to the front?	return shapes ;return #1 that  are closest to  the  front ;return the  color of #2	['select', 'filter', 'project']	train
CLEVR_train_13228_de	What color is the cube on the far left?	return cube ;return #1 that  is  to the far left ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_1323_de	What is the shape of the golden object?	return objects ;return #1 that  is  golden ;return the  shape of #2	['select', 'filter', 'project']	train
CLEVR_train_13232_de	Are all metallic objects spheres?	return objects ;return spheres ;return #1 that are metallic ;return #3 besides  #2 ;return number of  #4 ;return is #5 equal to zero	['select', 'select', 'filter', 'discard', 'aggregate', 'boolean']	train
CLEVR_train_13235_ja	How many objects have the same finish as the purple object?	return objects ;return #1 that  are purple ;return finishes of #2 ;return #1 besides #2 ;return finishes of #4 ;return #4 where #5 is  the  same as #3 ;return number of  #6	['select', 'filter', 'project', 'discard', 'project', 'comparative', 'aggregate']	train
CLEVR_train_13236_de	What colors are the metal cylinders?	return cylinders ;return #1 that  are metallic ;return the  colors of #2	['select', 'filter', 'project']	train
CLEVR_train_13239_de	Are objects similar in color and design?	return objects ;return #1 similar in color ;return #1 similar in finish ;return #1 of both #2 and #3 ;return are there any  #4	['select', 'filter', 'filter', 'intersection', 'boolean']	train
CLEVR_train_13240_de	How many metal balls are shown?	return balls ;return #1 that  are metallic ;return number of #2	['select', 'filter', 'aggregate']	train
CLEVR_train_13241_de	Are the purple cylinders the same size?	return purple cylinders ;return sizes of #1 ;return distinct #2 ;return number of  #3 ;return if #4 is  equal to  one	['select', 'project', 'project', 'aggregate', 'boolean']	train
CLEVR_train_13243_de	How many balls are the same material as the big purple cube?	return cube ;return #1 that is  large ;return #2 that is  purple ;return material of #3 ;return spheres ;return materials of #5 ;return #5 where #6 are the same as #4 ;return number of  #7	['select', 'filter', 'filter', 'project', 'select', 'project', 'comparative', 'aggregate']	train
CLEVR_train_13244_ja	How many dull cubes are there?	return cubes ;return #1 that  are not shiny ;return number of #2	['select', 'filter', 'aggregate']	train
CLEVR_train_13246_ja	What colors are the three items on the right side of the screen?	return items ;return #1 that  are on  the   right side of the  screen ;return the   colors of #2	['select', 'filter', 'project']	train
CLEVR_train_13248_de	What shape does the object have before everyone else?	return item ;return #1 that  is in front of all the others ;return shape of #2	['select', 'filter', 'project']	train
CLEVR_train_13249_de	Are there objects on the left?	return objects ;return #1 that  are on  the left ;return if  there  are any  #1 that  Are #2	['select', 'filter', 'boolean']	train
CLEVR_train_13250_de	What is the rubber object?	return objects ;return #1 that is rubber ;return what  is #2	['select', 'filter', 'project']	train
CLEVR_train_13252_de	Does the top object have the same texture as the third object from the left?	return objects ;return #1 on  the   top ;return #1 that  are third from  the   left ;return the   texture of #2 ;return the   texture of #3 ;return if  #4 and #5 are the   same	['select', 'filter', 'filter', 'project', 'project', 'boolean']	train
CLEVR_train_13253_de	Is the small brown ball made of the same material as the large gray ball?	return small sphere  ;return #1 that  is  brown ;return large sphere  ;return #3 that  is  gray ;return material of #2 ;return material of #4 ;return is  #5 the   same as #6	['select', 'filter', 'select', 'filter', 'project', 'project', 'boolean']	train
CLEVR_train_13254_de	Are all large objects made of the same materials?	return objects ;return #1 that  are large ;return the  materials that  #2 are made from ;return if  all #3 are the  same	['select', 'filter', 'project', 'boolean']	train
CLEVR_train_13255_ja	Are there more yellow objects than metal objects?	return objects  ;return #1 that  are yellow ;return #1 that  are metallic ;return number of #2 ;return number of #3 ;return is  #4 more than  #5	['select', 'filter', 'filter', 'aggregate', 'aggregate', 'boolean']	train
CLEVR_train_13256_ja	How many red objects are there?	return red objects ;return number of  #1	['select', 'aggregate']	train
CLEVR_train_13259_de	Is there a little ball?	return spheres ;return #1 that are  small ;return if there  are  any #2	['select', 'filter', 'boolean']	train
CLEVR_train_13260_de	What color is the cube in front of the picture?	return cube ;return #1 that  is  in fronts of the image ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13261_de	Is the largest shape the same as the smallest?	return shapes ;return the   size of #1 ;return #1 where #2 is  the   largest ;return #1 where #2 is  the   smallestt ;return if  #3 is  the   same as #4	['select', 'project', 'comparative', 'comparative', 'boolean']	train
CLEVR_train_13263_de	What is the shape of the item that is alone /	return item ;return #1 that  is  alone/ ;return shape of #2	['select', 'filter', 'project']	train
CLEVR_train_13267_de	What color is the only object on the left?	return objects ;return #1 that  is  lone on the  left ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13269_de	Are there any matt cubes?	return cubes ;return #1 that  are matte	['select', 'filter']	train
CLEVR_train_13270_de	Are the largest and smallest objects made of the same materials?	return objects ;return size of #1 ;return #1 where #2 is highest ;return #1 where #2 is lowest ;return material of #3 ;return material of #4 ;return is #5 the  same as #6	['select', 'project', 'superlative', 'superlative', 'project', 'project', 'boolean']	train
CLEVR_train_13271_de	What shape is the rubber object?	return rubber object ;return shape of  #1	['select', 'project']	train
CLEVR_train_13273_de	Is the partially hidden green cube a ball?	return cubes ;return #1 that  are green ;return #2 partially hidden be a sphere	['select', 'filter', 'filter']	train
CLEVR_train_13274_ja	Do you have more than one blue ball?	return blue balls ;return number of  #1 ;return is  #2 higher than 2	['select', 'aggregate', 'boolean']	train
CLEVR_train_13275_de	How many objects are to the left of the purple ball?	return sphere ;return #1 that  is  purple ;return objects ;return #3 to  the  left of #2 ;return number of  #4	['select', 'filter', 'select', 'filter', 'aggregate']	train
CLEVR_train_13278_de	What color is the object that is reflected on the yellow cube?	return objects ;return yellow cube ;return #1 reflected on #2 ;return color of #3	['select', 'select', 'filter', 'project']	train
CLEVR_train_13279_de	What color is the cylinder between two large balls?	return cylinders ;return large spheres ;return #1 between two #2 ;return color of #3	['select', 'select', 'filter', 'project']	train
CLEVR_train_1328_de	Are there more rubber objects than brown things?	return rubber objects ;return brown things ;return number of  #1 ;return number of  #2 ;return if #3 is  higher than #4	['select', 'select', 'aggregate', 'aggregate', 'boolean']	train
CLEVR_train_13280_ja	Do you have any small metal objects?	return small objects ;return #1 that are metallic ;return number of  #2 ;return if #3 is higher than zero	['select', 'filter', 'aggregate', 'boolean']	train
CLEVR_train_13281_de	What color is the individual metal object?	return items ;return #1 that are metallic ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13282_de	What color is the small object that is hidden behind a large object?	return object ;return #1 that is small ;return #2 that is hidden behind a large object ;return color of #3	['select', 'filter', 'filter', 'project']	train
CLEVR_train_13283_ja	How many metal objects are there?	return objects ;return #1 that  are metallic ;return number of  #2	['select', 'filter', 'aggregate']	train
CLEVR_train_13284_de	Are the balls small?	return spheres ;return #1 that are small ;return number of  #1 ;return number of  #2 ;return if #3 is the  same as #4	['select', 'filter', 'aggregate', 'aggregate', 'boolean']	train
CLEVR_train_13288_ja	How many small metal cylinders are there?	return cylinders ;return #1 that  are small ;return number of #2 that  are metallic	['select', 'filter', 'aggregate']	train
CLEVR_train_1329_de	What's the end of the item behind and to the right of the gold cube?	return items ;return gold cube ;return #1 behind and to  the   right of #2 ;return finish of #3	['select', 'select', 'filter', 'project']	train
CLEVR_train_13290_de	How many balls are in front of the big gray ball?	return the  large gray sphere ;return the  spheres infront of #1 ;return the  number of  #2	['select', 'project', 'aggregate']	train
CLEVR_train_13291_ja	What is the shape of the center object?	return the middle object ;return the shape of #1	['select', 'project']	train
CLEVR_train_13293_ja	Is the shiny purple square the same size as the object next to it?	return shiny square ;return #1 that is purple ;return objects ;return #3 next to #2 ;return size of #2 ;return size of #4 ;return if #5 is the  same as #6	['select', 'filter', 'select', 'filter', 'project', 'project', 'boolean']	train
CLEVR_train_13296_de	all shapes are the same material	return shapes ;return materials of #1 ;return are #2 all the  same	['select', 'project', 'boolean']	train
CLEVR_train_13297_de	What is the shape of the object between two large objects?	return objects ;return large objects ;return #1 that is between two #2 ;return shape of  #3	['select', 'select', 'filter', 'project']	train
CLEVR_train_13298_de	Are there objects in front of the largest ball?	return objects ;return largest sphere ;return #1 in front of #2 ;return are there any  #3	['select', 'select', 'filter', 'boolean']	train
CLEVR_train_13299_ja	What is the shape of the only mat object?	return matte object ;return shape of #1	['select', 'project']	train
CLEVR_train_13300_de	Is the big cube the same color as the big ball?	return large cube ;return large sphere ;return color of #1 ;return color of #2 ;return Is #3 the same as #4	['select', 'select', 'project', 'project', 'boolean']	train
CLEVR_train_13303_ja	What is the shape of the only big rubber product?	return items ;return #1 that  are rubber ;return #2 that  are large ;return the  shape of #3	['select', 'filter', 'filter', 'project']	train
CLEVR_train_13304_de	What color are three metallic objects that are the same?	return objects ;return #1 that are metallic ;return colors of #2 ;return number of  #2 for each #3 ;return #3 where #4 is equal to three	['select', 'filter', 'project', 'group', 'comparative']	train
CLEVR_train_13306_de	Are the three cubes shiny?	return cubes ;return #1 that  is  shiny ;return number of  #2 ;return is  #3 equal to  three	['select', 'filter', 'aggregate', 'boolean']	train
CLEVR_train_13307_de	What color is the box behind the cyan things?	return box ;return cyan things ;return #1 hiding behind #2 ;return color of #3	['select', 'select', 'filter', 'project']	train
CLEVR_train_13309_de	Are all tiny objects made of the same materials?	return tiny objects ;return materials of #1 ;return are #2 all the  same	['select', 'project', 'boolean']	train
CLEVR_train_13310_de	If the matte green object moved four inches to the right, how many objects would it reveal hiding behind it?	return the  green matte object ;return objects hiding behind of #1 ;return number of  #2	['select', 'project', 'aggregate']	train
CLEVR_train_13311_de	Is the object behind the tiny purple object the same material as the blue object that is in front of the large gray object?	return tiny purple object    ;return object    behind #1 ;return big gray object    ;return blue object    in front of #3 ;return material of #2 ;return material of #4 ;return Is #5 the    same as #6	['select', 'project', 'select', 'project', 'project', 'project', 'boolean']	train
CLEVR_train_13312_ja	How many objects are of all colors, shapes and sizes?	return objects ;return #1 that  are metallic ;return number of  #2	['select', 'filter', 'aggregate']	train
CLEVR_train_13314_ja	What is the shape of the green item?	return items ;return #1 that  are green ;return shape of #2	['select', 'filter', 'project']	train
CLEVR_train_13315_de	Which shape of the object is the same color as the cylinder on the left?	return the    cylinder on  the left ;return color of #1 ;return objects ;return color of #3 ;return #3 where #4 is  the    same as #2 ;return shape of #5	['select', 'project', 'select', 'project', 'comparative', 'project']	train
CLEVR_train_13316_ja	There are two cylinders. What color are they?	return cylinders ;return the  colors of #1	['select', 'project']	train
CLEVR_train_13317_de	How many metal cylinders are there in this picture?	return metal cylinders ;return number of  #1	['select', 'aggregate']	train
CLEVR_train_13319_de	Are any objects metallic?	return the objects ;return if  any  of #1 are metallic	['select', 'boolean']	train
CLEVR_train_1332_ja	How much light is reflected?	return light reflections ;return number of  #1	['select', 'aggregate']	train
CLEVR_train_13321_ja	What color are the two glossy cylinders?	return cylinders ;return #1 that  are shiny ;return color of #2	['select', 'filter', 'project']	train
CLEVR_train_13322_de	The smallest cube is which color?	return smallestt cube ;return color of #1	['select', 'project']	train
CLEVR_train_13324_ja	How many glossy or cylindrical objects are there?	return objects ;return #1 that are shiny ;return #1 that are cylinders ;return number of #2 ;return number of #3 ;return #4 or  #5	['select', 'filter', 'filter', 'aggregate', 'aggregate', 'union']	train
CLEVR_train_13326_de	How many rubber articles are there?	return items ;return #1 that  are rubber ;return number of  #2	['select', 'filter', 'aggregate']	train
CLEVR_train_13328_de	Are both large cylinders the same material?	return large cylinders ;return materials of #1 ;return are #2 both the  same	['select', 'project', 'boolean']	train
CLEVR_train_1333_ja	How many objects of all shapes and sizes in this group are yellow?	return objects ;return #1 that  are yellow ;return number of  #2	['select', 'filter', 'aggregate']	train
CLEVR_train_13330_de	What is the shape of the highest object?	return objects ;return height of #1 ;return #1 where #2 is  highest ;return shape of #3	['select', 'project', 'superlative', 'project']	train
CLEVR_train_13333_de	How many small round objects are there?	return objects ;return #1 that  are small ;return #2 that  are round ;return number of  #3	['select', 'filter', 'filter', 'aggregate']	train
CLEVR_train_13334_de	What is the shape of the object to the left of the matt gray object?	return objects ;return #1 that  are matte ;return #2 that  are gray ;return #1 to  the   left of the  #3 ;return shape of #4	['select', 'filter', 'filter', 'filter', 'project']	train
CLEVR_train_13335_de	Are all balls the same size here?	return spheres ;return sizes of #1 ;return if all of #2 are the  same	['select', 'project', 'boolean']	train
CLEVR_train_13336_de	What is the shape of the object that is not similar to the others?	return objects ;return shapes of #1 ;return number of  #1 for each #2 ;return #2 where #3 is equal to one	['select', 'project', 'group', 'comparative']	train
CLEVR_train_13337_de	Are there large shiny objects that are yellow?	return objects ;return #1 that are large ;return #2 that are shiny ;return #3 that are yellow ;return number of  #4 ;return if #5 is at least one	['select', 'filter', 'filter', 'filter', 'aggregate', 'boolean']	train
